country,year,gdpPercap,lifeExp,code,log_gdppc
Costa Rica,1938,2840,47,cr,2.8512583487190755
Cuba,1938,5140,47.3,cu,3.1089031276673134
Dominican Republic,1938,1680,35.3,do,2.6232492903979003
Ecuador,1938,2070,35,ec,2.7139103541289553
El Salvador,1938,2300,35.5,sv,2.7596678446896306
Guatemala,1938,3330,28.4,gt,2.9203842421783577
Honduras,1938,2050,39,hn,2.7096938697277917
Mexico,1938,3060,39.7,mx,2.8836614351536176
Nicaragua,1938,2370,35.4,ni,2.7726883546821415
Panama,1938,3260,42.3,pa,2.9111576087399764
Paraguay,1938,3610,46.4,py,2.9554472105776957
Peru,1938,4050,33,pe,3.005395031886706
Spain,1938,3090,47.4,es,2.887898488096872
Uruguay,1938,7250,50,uy,3.2582780152430315
Venezuela,1938,5710,37,ve,3.1545761169178856
Argentina,1939,7330,57.5,ar,3.2630439833131657
Bolivia,1939,2660,35.2,bo,2.8228216453031045
Brazil,1939,2400,37.3,br,2.7781512503836434
Chile,1939,4510,41.7,cl,3.0521165505499983
Colombia,1939,2850,39.6,co,2.8527848686805477
Costa Rica,1939,2830,47.5,cr,2.8497264441963277
Cuba,1939,5410,47.9,cu,3.131137273778607
Dominican Republic,1939,1710,36.3,do,2.6309361190641916
Ecuador,1939,2110,35,ec,2.72222246396973
El Salvador,1939,2440,36.3,sv,2.785329835010767
Guatemala,1939,3670,29.1,gt,2.962606072924127
Honduras,1939,2070,39.4,hn,2.7139103541289553
Mexico,1939,3180,45.9,mx,2.9003671286564705
Nicaragua,1939,2830,36,ni,2.8497264441963277
Panama,1939,3300,43,pa,2.916453948549925
Paraguay,1939,3650,48,py,2.960232873128512
Peru,1939,3970,33,pe,2.9967305154351527
Spain,1939,3320,46.9,es,2.9190780923760737
Uruguay,1939,7200,51.3,uy,3.255272505103306
Venezuela,1939,5960,38.3,ve,3.173186268412274
Argentina,1940,7290,58.4,ar,3.260667536990012
Bolivia,1940,2680,35.2,bo,2.8260748027008264
Brazil,1940,2310,37.8,br,2.761551988564182
Chile,1940,4600,42.7,cl,3.060697840353612
Colombia,1940,2820,40.6,co,2.848189116991399
Costa Rica,1940,2670,48,cr,2.824451270036613
Cuba,1940,4690,48.5,cu,3.069112851387121
Dominican Republic,1940,1740,37.4,do,2.6384892569546374
Ecuador,1940,2230,36.4,ec,2.746244871720198
El Salvador,1940,2610,37,sv,2.8145805160103188
Guatemala,1940,4090,29.9,gt,3.0096633166793794
Honduras,1940,2150,39.8,hn,2.730378468587643
Mexico,1940,3170,39.5,mx,2.898999270889789
Nicaragua,1940,3010,36.6,ni,2.876506504265881
Panama,1940,3340,43.7,pa,2.921686475483602
Paraguay,1940,3370,49.6,py,2.925569909543376
Peru,1940,3950,33,pe,2.9945371042984976
Spain,1940,3620,48.2,es,2.9566485792052033
Uruguay,1940,7060,52.6,uy,3.2467447097238415
Venezuela,1940,5640,39.5,ve,3.1492191126553797
Argentina,1941,7510,59,ar,3.273579945676206
Bolivia,1941,2710,36,bo,2.8309092995464433
Brazil,1941,2350,38.9,br,2.7690078709437738
Chile,1941,4450,43.7,cl,3.046300019652969
Colombia,1941,2780,41.5,co,2.8419848045901137
Costa Rica,1941,2950,48.9,cr,2.8677620246502005
Cuba,1941,6280,49.2,cu,3.1958996524092336
Dominican Republic,1941,1770,38.5,do,2.6459132750338443
Ecuador,1941,2200,37.8,ec,2.7403626894942437
El Salvador,1941,2520,37.8,sv,2.7993405494535817
Guatemala,1941,4210,30.9,gt,3.022222104507706
Honduras,1941,2100,40.2,hn,2.720159303405957
Mexico,1941,3400,43,mx,2.929418925714293
Nicaragua,1941,3250,37.3,ni,2.909823369650912
Panama,1941,3390,45,pa,2.9281397068751196
Paraguay,1941,3350,51.3,py,2.9229848157088827
Peru,1941,3860,33.6,pe,2.9845273133437926
Spain,1941,3550,47,es,2.9481683617271317
Uruguay,1941,7030,53.9,uy,3.244895333691862
Venezuela,1941,5590,40.8,ve,3.145351816558461
Argentina,1942,7430,59.5,ar,3.268928822432613
Bolivia,1942,2740,36.8,bo,2.8356905714924254
Brazil,1942,2210,40.1,br,2.742332282357148
Chile,1942,4570,44.7,cl,3.057856208741888
Colombia,1942,2690,42.5,co,2.8276922886744456
Costa Rica,1942,2570,49.9,cr,2.807873132003332
Cuba,1942,5250,50,cu,3.1180993120779945
Dominican Republic,1942,1800,39.5,do,2.6532125137753435
Ecuador,1942,2290,39.3,ec,2.7577754910119254
El Salvador,1942,2680,38.6,sv,2.8260748027008264
Guatemala,1942,4170,32,gt,3.018076063645795
Honduras,1942,1870,40.6,hn,2.6697816152085365
Mexico,1942,3500,40.2,mx,2.942008053022313
Nicaragua,1942,3060,38.1,ni,2.8836614351536176
Panama,1942,3430,46.5,pa,2.9332341287148083
Paraguay,1942,3460,52.9,py,2.9370161074648142
Peru,1942,3680,34.2,pe,2.963787827345555
Spain,1942,3740,52.3,es,2.9708116108725178
Uruguay,1942,6300,55.2,uy,3.197280558125619
Venezuela,1942,5020,42.4,ve,3.098643725817057
Argentina,1943,7220,60.1,ar,3.256477206241677
Bolivia,1943,2760,37.5,bo,2.838849090737255
Brazil,1943,2340,41.3,br,2.7671558660821804
Chile,1943,4600,45.5,cl,3.060697840353612
Colombia,1943,2620,43.5,co,2.816241299991783
Costa Rica,1943,2530,50.8,cr,2.8010605298478555
Cuba,1943,5790,50.7,cu,3.160618572399474
Dominican Republic,1943,1830,40.6,do,2.6603910984024672
Ecuador,1943,2550,40.7,ec,2.804480189105993
El Salvador,1943,2890,39.3,sv,2.8588378514285853
Guatemala,1943,2730,33.1,gt,2.8341026557127935
Honduras,1943,1860,41,hn,2.667452952889954
Mexico,1943,3540,43.2,mx,2.9469432706978256
Nicaragua,1943,3280,38.8,ni,2.9138138523837167
Panama,1943,3470,47.8,pa,2.9382694834629115
Paraguay,1943,3450,54.5,py,2.935759103745312
Peru,1943,3640,34.9,pe,2.9590413923210934
Spain,1943,3860,54.7,es,2.9845273133437926
Uruguay,1943,6230,56.6,uy,3.192428055331207
Venezuela,1943,5260,44,ve,3.1189257528257768
Argentina,1944,7880,60.7,ar,3.294466226161593
Bolivia,1944,2790,38.3,bo,2.8435442119456353
Brazil,1944,2450,42.5,br,2.78710609303657
Chile,1944,4600,46.3,cl,3.060697840353612
Colombia,1944,2710,44.4,co,2.8309092995464433
Costa Rica,1944,2230,51.8,cr,2.746244871720198
Cuba,1944,6620,51.4,cu,3.2187979981117376
Dominican Republic,1944,1860,41.7,do,2.667452952889954
Ecuador,1944,2540,42.1,ec,2.8027737252919755
El Salvador,1944,2690,40.1,sv,2.8276922886744456
Guatemala,1944,2590,34.1,gt,2.8112397727532894
Honduras,1944,1850,41.4,hn,2.6651117370750512
Mexico,1944,3740,43.6,mx,2.9708116108725178
Nicaragua,1944,3170,39.5,ni,2.898999270889789
Panama,1944,3510,49.2,pa,2.943247125137862
Paraguay,1944,3440,56.1,py,2.934498451243568
Peru,1944,3860,35.5,pe,2.9845273133437926
Spain,1944,4020,56.1,es,3.002166061756508
Uruguay,1944,6850,57.9,uy,3.2336305801644634
Venezuela,1944,6510,45.6,ve,3.2115209972402297
Argentina,1945,7460,61.2,ar,3.2706788361447066
Bolivia,1945,2820,39.1,bo,2.848189116991399
Brazil,1945,2460,43.7,br,2.788875115775417
Chile,1945,4900,47.1,cl,3.0881360887005513
Colombia,1945,2750,45.6,co,2.8372727025023003
Costa Rica,1945,2470,52.8,cr,2.7906369619317033
Cuba,1945,7280,52.1,cu,3.2600713879850747
Dominican Republic,1945,1890,42.8,do,2.674401812845282
Ecuador,1945,2520,43.5,ec,2.7993405494535817
El Salvador,1945,2540,40.9,sv,2.8027737252919755
Guatemala,1945,2570,35.2,gt,2.807873132003332
Honduras,1945,2240,41.8,hn,2.7481880270062002
Mexico,1945,3760,44.6,mx,2.9731278535996988
Nicaragua,1945,3110,40.3,ni,2.890700397698875
Panama,1945,3550,50.6,pa,2.9481683617271317
Paraguay,1945,3240,57.7,py,2.90848501887865
Peru,1945,3910,36.2,pe,2.990116766067904
Spain,1945,3740,57.6,es,2.9708116108725178
Uruguay,1945,6890,59.2,uy,3.2361592305796636
Venezuela,1945,7510,47.2,ve,3.273579945676206
Argentina,1946,7920,61.1,ar,3.296665190261531
Bolivia,1946,2830,39.8,bo,2.8497264441963277
Brazil,1946,2660,45.3,br,2.8228216453031045
Chile,1946,5210,47.9,cl,3.114777731971562
Colombia,1946,2930,46.8,co,2.864807629026147
Costa Rica,1946,2700,53.7,cr,2.829303772831025
Cuba,1946,7840,53.6,cu,3.292256071356476
Dominican Republic,1946,1920,43.9,do,2.681241237375587
Ecuador,1946,2770,45,ec,2.840419777736486
El Salvador,1946,2550,41.6,sv,2.804480189105993
Guatemala,1946,2970,36.3,gt,2.8706964579892498
Honduras,1946,2350,42.2,hn,2.7690078709437738
Mexico,1946,3900,45.2,mx,2.989004615698537
Nicaragua,1946,3270,41,ni,2.912487761332324
Panama,1946,3630,52,pa,2.95784663370815
Paraguay,1946,3480,59.3,py,2.9395192526186187
Peru,1946,3960,36.8,pe,2.99563519459755
Spain,1946,3890,57.4,es,2.9878896099977452
Uruguay,1946,7400,60.5,uy,3.2671717284030137
Venezuela,1946,8670,48.9,ve,3.335959106148248
Argentina,1947,8570,61,ar,3.3309208305952356
Bolivia,1947,2850,40.6,bo,2.8527848686805477
Brazil,1947,2640,46.9,br,2.8195439355418688
Chile,1947,4560,48.7,cl,3.0569048513364727
Colombia,1947,2950,48,co,2.8677620246502005
Costa Rica,1947,3130,54.7,cr,2.8934843462184863
Cuba,1947,8870,55.1,cu,3.345863628503764
Dominican Republic,1947,1950,45,do,2.687974620034556
Ecuador,1947,3020,46.4,ec,2.8779469516291885
El Salvador,1947,3160,42.4,sv,2.8976270912904414
Guatemala,1947,2930,37.4,gt,2.864807629026147
Honduras,1947,2440,42.6,hn,2.785329835010767
Mexico,1947,3940,46.8,mx,2.9934362304976116
Nicaragua,1947,3180,41.7,ni,2.9003671286564705
Panama,1947,3710,53.4,pa,2.9673139182870836
Paraguay,1947,2950,60.9,py,2.8677620246502005
Peru,1947,3970,37.4,pe,2.9967305154351527
Spain,1947,3940,59.1,es,2.9934362304976116
Uruguay,1947,7740,61.8,uy,3.28668096935493
Venezuela,1947,10300,50.5,ve,3.41077723337721
Argentina,1948,8800,60.9,ar,3.342422680822206
Bolivia,1948,2880,41.4,bo,2.8573324964312685
Brazil,1948,2810,48.5,br,2.8466463285771173
Chile,1948,5220,50.9,cl,3.1156105116742996
Colombia,1948,2940,49.2,co,2.8662873390841948
Costa Rica,1948,3220,55.6,cr,2.9057958803678687
Cuba,1948,7770,56.7,cu,3.288361027472952
Dominican Republic,1948,1990,46,do,2.6967930850817443
Ecuador,1948,3380,47.9,ec,2.926856708949692
El Salvador,1948,3960,43.1,sv,2.99563519459755
Guatemala,1948,2940,38.5,gt,2.8662873390841948
Honduras,1948,2440,43,hn,2.785329835010767
Mexico,1948,4000,48.8,mx,3
Nicaragua,1948,3380,42.5,ni,2.926856708949692
Panama,1948,3410,54.8,pa,2.9306943876645355
Paraguay,1948,2910,62.6,py,2.861832997657945
Peru,1948,4010,38.1,pe,3.00108438129222
Spain,1948,3930,61,es,2.992332559047464
Uruguay,1948,7830,63.1,uy,3.291701770729981
Venezuela,1948,11900,52.1,ve,3.4734869700645685
Argentina,1949,8450,60.7,ar,3.32479671762173
Bolivia,1949,2910,42.1,bo,2.861832997657945
Brazil,1949,2930,50.1,br,2.864807629026147
Chile,1949,5010,53.1,cl,3.0977777345392834
Colombia,1949,3110,50.4,co,2.890700397698875
Costa Rica,1949,3270,56.6,cr,2.912487761332324
Cuba,1949,8330,58.2,cu,3.318585010078825
Dominican Republic,1949,2020,47.1,do,2.7032913781186614
Ecuador,1949,3370,49.3,ec,2.925569909543376
El Salvador,1949,3530,43.9,sv,2.9457147140598603
Guatemala,1949,3120,39.5,gt,2.8920946026904804
Honduras,1949,2400,43.4,hn,2.7781512503836434
Mexico,1949,4110,46.3,mx,3.0117818305481068
Nicaragua,1949,3220,43.2,ni,2.9057958803678687
Panama,1949,3430,56.2,pa,2.9332341287148083
Paraguay,1949,3320,64.2,py,2.9190780923760737
Peru,1949,4210,38.7,pe,3.022222104507706
Spain,1949,3890,60.8,es,2.9878896099977452
Uruguay,1949,7930,64.5,uy,3.2972131959896416
Venezuela,1949,11600,53.7,ve,3.462397997898956
Argentina,1950,8320,60.6,ar,3.3180633349627615
Bolivia,1950,3200,42.9,bo,2.9030899869919438
Brazil,1950,3030,51.8,br,2.8793826371743427
Chile,1950,5150,55.3,cl,3.1097472377132287
Colombia,1950,3140,51.6,co,2.8948696567452528
Costa Rica,1950,3030,57.5,cr,2.8793826371743427
Cuba,1950,8780,59.7,cu,3.34143452457814
Dominican Republic,1950,2060,48.2,do,2.711807229041191
Ecuador,1950,3400,50.8,ec,2.929418925714293
El Salvador,1950,3440,44.7,sv,2.934498451243568
Guatemala,1950,3080,40.6,gt,2.886490725172482
Honduras,1950,2400,43.9,hn,2.7781512503836434
Mexico,1950,4410,49,mx,3.042378598139876
Nicaragua,1950,3520,44,ni,2.9444826721501687
Panama,1950,3240,57.6,pa,2.90848501887865
Paraguay,1950,3020,65.8,py,2.8779469516291885
Peru,1950,4430,39.3,pe,3.044343734895107
Spain,1950,3960,61.6,es,2.99563519459755
Uruguay,1950,8130,65.8,uy,3.308030554266106
Venezuela,1950,11000,55.3,ve,3.439332693830263
Argentina,1951,8430,60.9,ar,3.32376758329678
Bolivia,1951,3360,43.1,bo,2.9242792860618816
Brazil,1951,3080,52,br,2.886490725172482
Chile,1951,5230,55.5,cl,3.1164416975393117
Colombia,1951,3110,52.3,co,2.890700397698875
Costa Rica,1951,3020,57.9,cr,2.8779469516291885
Cuba,1951,9410,60,cu,3.3715296320992945
Dominican Republic,1951,2240,48.7,do,2.7481880270062002
Ecuador,1951,3380,51.1,ec,2.926856708949692
El Salvador,1951,3410,45.2,sv,2.9306943876645355
Guatemala,1951,3030,40.7,gt,2.8793826371743427
Honduras,1951,2450,44.1,hn,2.78710609303657
Mexico,1951,4620,49.6,mx,3.062581984228163
Nicaragua,1951,3640,44.3,ni,2.9590413923210934
Panama,1951,3130,57.9,pa,2.8934843462184863
Paraguay,1951,3000,65.8,py,2.8750612633917
Peru,1951,4630,39.4,pe,3.063520999689991
Spain,1951,4340,61.3,es,3.0354297381845483
Uruguay,1951,8570,65.8,uy,3.3309208305952356
Venezuela,1951,11200,55.6,ve,3.4471580313422194
Argentina,1952,7800,61.5,ar,3.290034611362518
Bolivia,1952,3390,43.5,bo,2.9281397068751196
Brazil,1952,3190,52.6,br,2.901730691729219
Chile,1952,5450,55.7,cl,3.13433651094868
Colombia,1952,3200,53.6,co,2.9030899869919438
Costa Rica,1952,3270,58.5,cr,2.912487761332324
Cuba,1952,9620,60.6,cu,3.3811150807098507
Dominican Republic,1952,2360,49.7,do,2.7708520116421442
Ecuador,1952,3730,51.7,ec,2.9696488404807253
El Salvador,1952,3570,46.1,sv,2.9506082247842307
Guatemala,1952,3000,41,gt,2.8750612633917
Honduras,1952,2470,44.6,hn,2.7906369619317033
Mexico,1952,4670,50.7,mx,3.0672568892381498
Nicaragua,1952,4130,45,ni,3.0138900603284386
Panama,1952,3220,58.5,pa,2.9057958803678687
Paraguay,1952,2870,65.9,py,2.85582190540603
Peru,1952,4710,39.7,pe,3.0709609158009337
Spain,1952,4670,64.7,es,3.0672568892381498
Uruguay,1952,8500,66,uy,3.3273589343863303
Venezuela,1952,11500,56.3,ve,3.4586378490256493
Argentina,1953,8030,62,ar,3.3026555539507187
Bolivia,1953,3010,43.8,bo,2.876506504265881
Brazil,1953,3230,53.1,br,2.9071425310031405
Chile,1953,5750,55.9,cl,3.157607853361668
Colombia,1953,3240,54.8,co,2.90848501887865
Costa Rica,1953,3650,59.1,cr,2.960232873128512
Cuba,1953,8350,61.3,cu,3.3196264841556395
Dominican Republic,1953,2260,50.6,do,2.7520484478194387
Ecuador,1953,3730,52.3,ec,2.9696488404807253
El Salvador,1953,3710,47.1,sv,2.9673139182870836
Guatemala,1953,3020,41.4,gt,2.8779469516291885
Honduras,1953,2580,45.2,hn,2.8095597146352675
Mexico,1953,4540,51.8,mx,3.0549958615291417
Nicaragua,1953,4100,45.7,ni,3.010723865391773
Panama,1953,3340,59.1,pa,2.921686475483602
Paraguay,1953,2870,66,py,2.85582190540603
Peru,1953,4860,40.1,pe,3.084576277934331
Spain,1953,4620,65.6,es,3.062581984228163
Uruguay,1953,8740,66.1,uy,3.3394514413064407
Venezuela,1953,11500,56.9,ve,3.4586378490256493
Argentina,1954,8180,62.5,ar,3.3106933123433606
Bolivia,1954,3010,44.2,bo,2.876506504265881
Brazil,1954,3370,53.6,br,2.925569909543376
Chile,1954,5460,56.2,cl,3.1351326513767748
Colombia,1954,3360,55.9,co,2.9242792860618816
Costa Rica,1954,3560,59.7,cr,2.949390006644913
Cuba,1954,8660,61.9,cu,3.3354579006893843
Dominican Republic,1954,2320,51.6,do,2.7634279935629373
Ecuador,1954,3960,53,ec,2.99563519459755
El Salvador,1954,3640,48,sv,2.9590413923210934
Guatemala,1954,2980,41.7,gt,2.8721562727482928
Honduras,1954,2360,45.8,hn,2.7708520116421442
Mexico,1954,4860,52.8,mx,3.084576277934331
Nicaragua,1954,4340,46.4,ni,3.0354297381845483
Panama,1954,3380,59.7,pa,2.926856708949692
Paraguay,1954,2840,66.1,py,2.8512583487190755
Peru,1954,4830,40.4,pe,3.0818871394235496
Spain,1954,4950,66.8,es,3.0925452076056064
Uruguay,1954,9090,66.3,uy,3.356503891894005
Venezuela,1954,12100,57.5,ve,3.4807253789884878
Argentina,1955,8580,62.9,ar,3.331427296520743
Bolivia,1955,3100,44.5,bo,2.88930170250631
Brazil,1955,3550,54.2,br,2.9481683617271317
Chile,1955,5550,56.5,cl,3.142232991794714
Colombia,1955,3370,57,co,2.925569909543376
Costa Rica,1955,3830,60.3,cr,2.9811387826406603
Cuba,1955,8930,62.5,cu,3.348791467560584
Dominican Republic,1955,2390,52.5,do,2.7763379096201755
Ecuador,1955,3980,53.7,ec,2.9978230807457256
El Salvador,1955,3720,48.9,sv,2.9684829485539352
Guatemala,1955,2970,42.1,gt,2.8706964579892498
Honduras,1955,2340,46.5,hn,2.7671558660821804
Mexico,1955,5130,53.8,mx,3.1080573737838537
Nicaragua,1955,4490,47.1,ni,3.0501863496753607
Panama,1955,3490,60.3,pa,2.9407654356312176
Paraguay,1955,2890,66.2,py,2.8588378514285853
Peru,1955,5030,40.8,pe,3.099507993727965
Spain,1955,5120,66.5,es,3.1072099696478683
Uruguay,1955,8950,66.5,uy,3.3497630439879496
Venezuela,1955,12500,58,ve,3.494850021680094
Argentina,1956,8640,63.2,ar,3.3344537511509307
Bolivia,1956,2850,44.9,bo,2.8527848686805477
Brazil,1956,3520,54.7,br,2.9444826721501687
Chile,1956,5520,56.8,cl,3.1398790864012365
Colombia,1956,3410,57.9,co,2.9306943876645355
Costa Rica,1956,3590,60.9,cr,2.953034457250357
Cuba,1956,9620,63.1,cu,3.3811150807098507
Dominican Republic,1956,2550,53.4,do,2.804480189105993
Ecuador,1956,4040,54.5,ec,3.0043213737826426
El Salvador,1956,3890,49.8,sv,2.9878896099977452
Guatemala,1956,3140,42.6,gt,2.8948696567452528
Honduras,1956,2450,47.1,hn,2.78710609303657
Mexico,1956,5330,54.7,mx,3.12466721769861
Nicaragua,1956,4350,47.8,ni,3.036429265626675
Panama,1956,3580,60.8,pa,2.951823035315912
Paraguay,1956,2940,66.4,py,2.8662873390841948
Peru,1956,5090,41.2,pe,3.1046577910087962
Spain,1956,5500,66.5,es,3.1383026981662816
Uruguay,1956,8900,66.7,uy,3.3473300153169503
Venezuela,1956,13400,58.7,ve,3.525044807036845
Argentina,1957,8910,63.5,ar,3.3478177127089124
Bolivia,1957,2700,45.3,bo,2.829303772831025
Brazil,1957,3670,55.2,br,2.962606072924127
Chile,1957,5950,57.1,cl,3.1724569744005873
Colombia,1957,3400,58.8,co,2.929418925714293
Costa Rica,1957,3760,61.5,cr,2.9731278535996988
Cuba,1957,10900,63.7,cu,3.4353665066126613
Dominican Republic,1957,2620,54.3,do,2.816241299991783
Ecuador,1957,4130,55.2,ec,3.0138900603284386
El Salvador,1957,3970,50.7,sv,2.9967305154351527
Guatemala,1957,3220,43,gt,2.9057958803678687
Honduras,1957,2480,47.8,hn,2.792391689498254
Mexico,1957,5570,55.5,mx,3.1437952038457664
Nicaragua,1957,4560,48.6,ni,3.0569048513364727
Panama,1957,3860,61.4,pa,2.9845273133437926
Paraguay,1957,2990,66.6,py,2.873611196996467
Peru,1957,5170,41.6,pe,3.11143055176598
Spain,1957,5640,66.4,es,3.1492191126553797
Uruguay,1957,8780,67,uy,3.34143452457814
Venezuela,1957,14600,59.3,ve,3.5622928644564746
Argentina,1958,9280,63.7,ar,3.3654879848909
Bolivia,1958,2700,45.6,bo,2.829303772831025
Brazil,1958,3940,55.8,br,2.9934362304976116
Chile,1958,6120,57.5,cl,3.184691430817599
Colombia,1958,3340,59.6,co,2.921686475483602
Costa Rica,1958,4070,62.1,cr,3.007534417897258
Cuba,1958,10700,64.4,cu,3.427323786357247
Dominican Republic,1958,2680,55.2,do,2.8260748027008264
Ecuador,1958,4160,56,ec,3.0170333392987803
El Salvador,1958,3930,51.6,sv,2.992332559047464
Guatemala,1958,3260,43.5,gt,2.9111576087399764
Honduras,1958,2470,48.6,hn,2.7906369619317033
Mexico,1958,5710,56.3,mx,3.1545761169178856
Nicaragua,1958,4430,49.3,ni,3.044343734895107
Panama,1958,3820,62,pa,2.9800033715837464
Paraguay,1958,3080,66.9,py,2.886490725172482
Peru,1958,5020,42.1,pe,3.098643725817057
Spain,1958,5850,68.6,es,3.165095874754218
Uruguay,1958,8830,67.2,uy,3.343900712249606
Venezuela,1958,13500,59.9,ve,3.5282737771670436
Argentina,1959,8510,63.9,ar,3.3278695687566255
Bolivia,1959,2640,46,bo,2.8195439355418688
Brazil,1959,4190,56.3,br,3.020154031638333
Chile,1959,5630,57.8,cl,3.1484484035233837
Colombia,1959,3460,60.3,co,2.9370161074648142
Costa Rica,1959,4070,62.8,cr,3.007534417897258
Cuba,1959,9440,65,cu,3.3729120029701067
Dominican Republic,1959,2610,56.1,do,2.8145805160103188
Ecuador,1959,4280,56.8,ec,3.0293837776852097
El Salvador,1959,3970,52.4,sv,2.9967305154351527
Guatemala,1959,3320,44,gt,2.9190780923760737
Honduras,1959,2450,49.3,hn,2.78710609303657
Mexico,1959,5710,57,mx,3.1545761169178856
Nicaragua,1959,4360,50,ni,3.037426497940624
Panama,1959,3960,62.6,pa,2.99563519459755
Paraguay,1959,2990,67.2,py,2.873611196996467
Peru,1959,4890,42.5,pe,3.0872488677956578
Spain,1959,5680,68.5,es,3.1522883443830563
Uruguay,1959,7890,67.5,uy,3.295017011881458
Venezuela,1959,13400,60.5,ve,3.525044807036845
Argentina,1960,9030,64.1,ar,3.353627758985543
Bolivia,1960,2690,46.4,bo,2.8276922886744456
Brazil,1960,4440,56.8,br,3.0453229787866576
Chile,1960,5940,58.2,cl,3.171726453653231
Colombia,1960,3480,61,co,2.9395192526186187
Costa Rica,1960,4260,63.4,cr,3.0273496077747564
Cuba,1960,9420,65.6,cu,3.371990911464915
Dominican Republic,1960,2650,57,do,2.8211858826088454
Ecuador,1960,4450,57.5,ec,3.046300019652969
El Salvador,1960,4000,53.2,sv,3
Guatemala,1960,3300,44.6,gt,2.916453948549925
Honduras,1960,2510,50.1,hn,2.797613730153076
Mexico,1960,6000,57.7,mx,3.1760912590556813
Nicaragua,1960,4280,50.8,ni,3.0293837776852097
Panama,1960,4080,63.2,pa,3.0086001717619175
Paraguay,1960,2940,67.4,py,2.8662873390841948
Peru,1960,5380,43,pe,3.128722284338427
Spain,1960,5740,69,es,3.156851901070011
Uruguay,1960,8000,67.7,uy,3.3010299956639813
Venezuela,1960,13000,61.1,ve,3.5118833609788744
Argentina,1961,9510,64.2,ar,3.3761205256094518
Bolivia,1961,2690,46.7,bo,2.8276922886744456
Brazil,1961,4670,57.4,br,3.0672568892381498
Chile,1961,6070,58.6,cl,3.1811286997472954
Colombia,1961,3530,61.6,co,2.9457147140598603
Costa Rica,1961,4280,64,cr,3.0293837776852097
Cuba,1961,9460,66.3,cu,3.3738311450738303
Dominican Republic,1961,2510,57.8,do,2.797613730153076
Ecuador,1961,4450,58.3,ec,3.046300019652969
El Salvador,1961,4000,54,sv,3
Guatemala,1961,3340,45.1,gt,2.921686475483602
Honduras,1961,2490,50.9,hn,2.794139355767774
Mexico,1961,6110,58.3,mx,3.183981218914592
Nicaragua,1961,4450,51.5,ni,3.046300019652969
Panama,1961,4390,63.7,pa,3.040404528914159
Paraguay,1961,3000,67.7,py,2.8750612633917
Peru,1961,5670,43.4,pe,3.1515230675649444
Spain,1961,6440,69.4,es,3.2068258760318495
Uruguay,1961,8070,68,uy,3.304813543394108
Venezuela,1961,12400,61.7,ve,3.4913616938342726
Argentina,1962,9190,64.3,ar,3.361255520058149
