country,year,gdpPercap,lifeExp,code,log_gdppc
Argentina,1968,10700,64.9,ar,3.427323786357247
Bolivia,1968,3490,49.4,bo,2.9407654356312176
Brazil,1968,5220,60.6,br,3.1156105116742996
Chile,1968,7120,62.2,cl,3.250420002308894
Colombia,1968,3940,65.1,co,2.9934362304976116
Costa Rica,1968,5550,67.9,cr,3.142232991794714
Cuba,1968,9870,70.9,cu,3.3922571613416745
Dominican Republic,1968,2780,63.5,do,2.8419848045901137
Ecuador,1968,5330,62.1,ec,3.12466721769861
El Salvador,1968,4940,58.1,sv,3.0916669575956846
Guatemala,1968,4200,49.4,gt,3.0211892990699383
Honduras,1968,2840,55.9,hn,2.8512583487190755
Mexico,1968,8230,61.3,mx,3.3133398438843074
Nicaragua,1968,5950,56.9,ni,3.1724569744005873
Panama,1968,6060,67.3,pa,3.180412632838324
Paraguay,1968,3360,69.1,py,2.9242792860618816
Peru,1968,6490,46.4,pe,3.2101847054724066
Spain,1968,10700,71.4,es,3.427323786357247
Uruguay,1968,7320,68.5,uy,3.2624510897304293
Venezuela,1968,14700,65.9,ve,3.5652573434202135
Argentina,1969,11400,65.1,ar,3.45484486000851
Bolivia,1969,3560,49.8,bo,2.949390006644913
Brazil,1969,5560,61,br,3.143014800254095
Chile,1969,7250,62.8,cl,3.2582780152430315
Colombia,1969,4080,65.6,co,3.0086001717619175
Costa Rica,1969,5760,68.4,cr,3.1583624920952498
Cuba,1969,9620,71.4,cu,3.3811150807098507
Dominican Republic,1969,3000,64.2,do,2.8750612633917
Ecuador,1969,5470,62.6,ec,3.1359273350054684
El Salvador,1969,4920,58.5,sv,3.089905111439398
Guatemala,1969,4320,50.1,gt,3.03342375548695
Honduras,1969,2760,56.6,hn,2.838849090737255
Mexico,1969,8490,61.7,mx,3.3268476989159903
Nicaragua,1969,6140,57.6,ni,3.1861083798132053
Panama,1969,6360,67.8,pa,3.2013971243204513
Paraguay,1969,3400,69.3,py,2.929418925714293
Peru,1969,6450,47,pe,3.2074997233073055
Spain,1969,11500,70.9,es,3.4586378490256493
Uruguay,1969,7670,68.5,uy,3.2827353726210187
Venezuela,1969,14700,66.4,ve,3.5652573434202135
Argentina,1970,11900,65.4,ar,3.4734869700645685
Bolivia,1970,3660,50.2,bo,2.9614210940664485
Brazil,1970,5940,61.4,br,3.171726453653231
Chile,1970,7260,63.4,cl,3.258876629372131
Colombia,1970,4240,66,co,3.0253058652647704
Costa Rica,1970,5980,68.9,cr,3.1746411926604483
Cuba,1970,9160,72,cu,3.359835482339888
Dominican Republic,1970,3230,65,do,2.9071425310031405
Ecuador,1970,5690,63.1,ec,3.153052275067109
El Salvador,1970,4870,58.9,sv,3.085468969886672
Guatemala,1970,4480,50.8,gt,3.0492180226701815
Honduras,1970,2750,57.3,hn,2.8372727025023003
Mexico,1970,8810,62.1,mx,3.3429159170840856
Nicaragua,1970,6000,58.4,ni,3.1760912590556813
Panama,1970,6560,68.3,pa,3.214843848047698
Paraguay,1970,3510,69.5,py,2.943247125137862
Peru,1970,6750,47.6,pe,3.2272437815030623
Spain,1970,12100,71.9,es,3.4807253789884878
Uruguay,1970,7930,68.6,uy,3.2972131959896416
Venezuela,1970,15300,66.9,ve,3.5826314394896364
Argentina,1971,12200,65.7,ar,3.484299839346786
Bolivia,1971,3700,50.8,bo,2.9661417327390325
Brazil,1971,6470,61.8,br,3.208844289340738
Chile,1971,7780,63.7,cl,3.2889196056617265
Colombia,1971,4390,65.9,co,3.040404528914159
Costa Rica,1971,6210,69.5,cr,3.191031608848618
Cuba,1971,9730,72.4,cu,3.3860528489403894
Dominican Republic,1971,3480,65.3,do,2.9395192526186187
Ecuador,1971,5830,63.5,ec,3.1636085634310516
El Salvador,1971,4940,59.5,sv,3.0916669575956846
Guatemala,1971,4630,52,gt,3.063520999689991
Honduras,1971,2760,57.9,hn,2.838849090737255
Mexico,1971,8870,63,mx,3.345863628503764
Nicaragua,1971,6090,59.7,ni,3.182557301304913
Panama,1971,6910,69,pa,3.237418056046236
Paraguay,1971,3560,69.7,py,2.949390006644913
Peru,1971,6860,58.4,pe,3.2342641243787895
Spain,1971,12700,72.1,es,3.5017437296279943
Uruguay,1971,7850,68.7,uy,3.2928096654172903
Venezuela,1971,15500,66.8,ve,3.588271706842329
Argentina,1972,12200,66,ar,3.484299839346786
Bolivia,1972,3800,51.5,bo,2.9777236052888476
Brazil,1972,7090,62.3,br,3.248586243855104
Chile,1972,7550,64,cl,3.275886960301226
Colombia,1972,4630,65.4,co,3.063520999689991
Costa Rica,1972,6580,70,cr,3.216165902285993
Cuba,1972,10000,72.8,cu,3.3979400086720375
Dominican Republic,1972,3810,65.8,do,2.978864984347657
Ecuador,1972,6000,63.8,ec,3.1760912590556813
El Salvador,1972,5090,59.9,sv,3.1046577910087962
Guatemala,1972,4860,53.1,gt,3.084576277934331
Honduras,1972,2760,58.7,hn,2.838849090737255
Mexico,1972,9310,63.4,mx,3.36688968965338
Nicaragua,1972,6100,52.2,ni,3.1832698436828046
Panama,1972,7080,69.7,pa,3.247973266361807
Paraguay,1972,3640,69.9,py,2.9590413923210934
Peru,1972,6890,59.5,pe,3.2361592305796636
Spain,1972,13600,72.5,es,3.531478917042255
Uruguay,1972,7560,68.5,uy,3.2764618041732443
Venezuela,1972,15600,66.9,ve,3.591064607026499
Argentina,1973,12500,66.4,ar,3.494850021680094
Bolivia,1973,3960,52.1,bo,2.99563519459755
Brazil,1973,7910,62.7,br,3.2961164921697144
Chile,1973,7000,64.5,cl,3.2430380486862944
Colombia,1973,4850,65.3,co,3.0836817472743014
Costa Rica,1973,6910,70.6,cr,3.237418056046236
Cuba,1973,10700,73,cu,3.427323786357247
Dominican Republic,1973,4170,66.3,do,3.018076063645795
Ecuador,1973,6540,64.3,ec,3.2135177569963047
El Salvador,1973,5180,60.7,sv,3.1122697684172707
Guatemala,1973,5080,54.3,gt,3.103803720955957
Honduras,1973,2780,57.3,hn,2.8419848045901137
Mexico,1973,9760,63.6,mx,3.387389826338729
Nicaragua,1973,6220,62.5,ni,3.1917303933628562
Panama,1973,7330,70.4,pa,3.2630439833131657
Paraguay,1973,3810,70.1,py,2.978864984347657
Peru,1973,7050,60.3,pe,3.2461291256634364
Spain,1973,14700,72.7,es,3.5652573434202135
Uruguay,1973,7610,68.5,uy,3.2793246654426103
Venezuela,1973,16300,67,ve,3.6101276130759956
Argentina,1974,13000,66.8,ar,3.5118833609788744
Bolivia,1974,4070,52.7,bo,3.007534417897258
Brazil,1974,8370,63.2,br,3.3206654666652975
Chile,1974,6950,66.3,cl,3.2399248132621516
Colombia,1974,5050,65.6,co,3.101231386790699
Costa Rica,1974,7100,71.2,cr,3.249198357391113
Cuba,1974,11100,73.3,cu,3.443262987458695
Dominican Republic,1974,4300,66.8,do,3.031408464251624
Ecuador,1974,6710,64.8,ec,3.2246625288410296
El Salvador,1974,5380,61.3,sv,3.128722284338427
Guatemala,1974,5290,55.1,gt,3.121395680707223
Honduras,1974,3070,54.5,hn,2.885078384149224
Mexico,1974,10000,64.2,mx,3.3979400086720375
Nicaragua,1974,6880,63.6,ni,3.2355284469075487
Panama,1974,7300,71,pa,3.2612628687924934
Paraguay,1974,4000,70.3,py,3
Peru,1974,7220,61.2,pe,3.256477206241677
Spain,1974,15700,73.1,es,3.5938396610812715
Uruguay,1974,7830,68.6,uy,3.291701770729981
Venezuela,1974,17000,67.5,ve,3.6283889300503116
Argentina,1975,12800,67.3,ar,3.505149978319906
Bolivia,1975,4230,53.4,bo,3.0242803760470798
Brazil,1975,8610,63.6,br,3.3329431601256925
Chile,1975,5950,67.2,cl,3.1724569744005873
Colombia,1975,5090,66.4,co,3.1046577910087962
Costa Rica,1975,7060,71.8,cr,3.2467447097238415
Cuba,1975,11500,73.5,cu,3.4586378490256493
Dominican Republic,1975,4400,67.1,do,3.041392685158225
Ecuador,1975,6840,65.3,ec,3.2329961103921536
El Salvador,1975,5520,61.9,sv,3.1398790864012365
Guatemala,1975,5280,55.8,gt,3.12057393120585
Honduras,1975,3040,60.8,hn,2.8808135922807914
Mexico,1975,10300,64.7,mx,3.41077723337721
Nicaragua,1975,6640,64.5,ni,3.220108088040055
Panama,1975,7250,71.5,pa,3.2582780152430315
Paraguay,1975,4140,70.6,py,3.0149403497929366
Peru,1975,7590,62.2,pe,3.278181784567518
Spain,1975,16100,73.5,es,3.6047658847038875
Uruguay,1975,8280,68.8,uy,3.315970345456918
Venezuela,1975,17600,67.9,ve,3.6434526764861874
Argentina,1976,12600,67.8,ar,3.4983105537896004
Bolivia,1976,4450,54,bo,3.046300019652969
Brazil,1976,9280,64.1,br,3.3654879848909
Chile,1976,6060,67.5,cl,3.180412632838324
Colombia,1976,5260,66.9,co,3.1189257528257768
Costa Rica,1976,7240,72.4,cr,3.2576785748691846
Cuba,1976,11700,73.6,cu,3.466125870418199
Dominican Republic,1976,4590,67.5,do,3.059752694209299
Ecuador,1976,7280,65.8,ec,3.2600713879850747
El Salvador,1976,5570,62.5,sv,3.1437952038457664
Guatemala,1976,5550,49.9,gt,3.142232991794714
Honduras,1976,3240,60.8,hn,2.90848501887865
Mexico,1976,10500,65,mx,3.4191293077419758
Nicaragua,1976,6760,65.2,ni,3.2278867046136734
Panama,1976,7200,72.1,pa,3.255272505103306
Paraguay,1976,4310,70.9,py,3.032417278832769
Peru,1976,7490,62.9,pe,3.272421826371504
Spain,1976,16600,73.8,es,3.6180480967120925
Uruguay,1976,8570,69,uy,3.3309208305952356
Venezuela,1976,18900,68.3,ve,3.674401812845282
Argentina,1977,13300,68.2,ar,3.5217916496391233
Bolivia,1977,4530,54.5,bo,3.0540382106848694
Brazil,1977,9520,64.6,br,3.376576957056512
Chile,1977,6550,68.2,cl,3.2141813086638207
Colombia,1977,5420,67.9,co,3.1319392952104246
Costa Rica,1977,7680,73.1,cr,3.2833012287035497
Cuba,1977,12100,73.8,cu,3.4807253789884878
Dominican Republic,1977,4700,67.9,do,3.070037866607755
Ecuador,1977,7500,66.3,ec,3.2730012720637376
El Salvador,1977,5740,63.1,sv,3.156851901070011
Guatemala,1977,5850,58,gt,3.165095874754218
Honduras,1977,3460,61.5,hn,2.9370161074648142
Mexico,1977,10500,65.3,mx,3.4191293077419758
Nicaragua,1977,7100,66.1,ni,3.249198357391113
Panama,1977,7100,72.6,pa,3.249198357391113
Paraguay,1977,4660,71.2,py,3.0663259253620376
Peru,1977,7290,63.4,pe,3.260667536990012
Spain,1977,17100,74.2,es,3.6309361190641916
Uruguay,1977,8610,69.1,uy,3.3329431601256925
Venezuela,1977,19500,69,ve,3.687974620034556
Argentina,1978,12700,68.8,ar,3.5017437296279943
Bolivia,1978,4570,55,bo,3.057856208741888
Brazil,1978,9770,65.1,br,3.3878345723908105
Chile,1978,6990,68.8,cl,3.242417184417719
Colombia,1978,5810,68.1,co,3.162116141062368
Costa Rica,1978,7850,73.6,cr,3.2928096654172903
Cuba,1978,12700,73.9,cu,3.5017437296279943
Dominican Republic,1978,4700,68.4,do,3.070037866607755
Ecuador,1978,7790,66.8,ec,3.2894774663446023
El Salvador,1978,5950,63.7,sv,3.1724569744005873
Guatemala,1978,6010,58.6,gt,3.176814480674777
Honduras,1978,3670,62.1,hn,2.962606072924127
Mexico,1978,11200,66.2,mx,3.4471580313422194
Nicaragua,1978,6400,64.9,ni,3.2041199826559246
Panama,1978,7660,73,pa,3.2821687783046416
Paraguay,1978,5060,71.6,py,3.1020905255118367
Peru,1978,7100,63.7,pe,3.249198357391113
Spain,1978,17500,74.5,es,3.640978057358332
Uruguay,1978,9010,69.6,uy,3.3526647996511008
Venezuela,1978,19400,69.4,ve,3.6857417386022635
Argentina,1979,13500,69.4,ar,3.5282737771670436
Bolivia,1979,4460,55.7,bo,3.0472748673841794
Brazil,1979,10200,65.5,br,3.406540180433955
Chile,1979,7460,69.4,cl,3.2706788361447066
Colombia,1979,6050,68.3,co,3.1796953833245065
Costa Rica,1979,8010,74.1,cr,3.301572524756275
Cuba,1979,12900,74.1,cu,3.5085297189712867
Dominican Republic,1979,4800,68,do,3.0791812460476247
Ecuador,1979,7960,67.2,ec,3.298853076409707
El Salvador,1979,5700,64.2,sv,3.153814864344529
Guatemala,1979,6160,59.1,gt,3.187520720836463
Honduras,1979,3710,63.6,hn,2.9673139182870836
Mexico,1979,12000,66.4,mx,3.4771212547196626
Nicaragua,1979,4550,60.9,ni,3.05595140532915
Panama,1979,7830,73.4,pa,3.291701770729981
Paraguay,1979,5490,71.9,py,3.1375123531221294
Peru,1979,7340,63.9,pe,3.263636068588108
Spain,1979,17600,74.9,es,3.6434526764861874
Uruguay,1979,9510,69.9,uy,3.3761205256094518
Venezuela,1979,19000,69.8,ve,3.6766936096248664
Argentina,1980,13500,69.8,ar,3.5282737771670436
Bolivia,1980,4330,56.4,bo,3.034427905025403
Brazil,1980,10900,65.9,br,3.4353665066126613
Chile,1980,7940,70.2,cl,3.297760511099134
Colombia,1980,6220,69,co,3.1917303933628562
Costa Rica,1980,7940,74.6,cr,3.297760511099134
Cuba,1980,12700,74.2,cu,3.5017437296279943
Dominican Republic,1980,4980,69.2,do,3.095169351431755
Ecuador,1980,8080,67.8,ec,3.305351369446624
El Salvador,1980,5140,64.8,sv,3.1089031276673134
Guatemala,1980,6250,58.9,gt,3.193820026016113
Honduras,1980,3580,64.1,hn,2.951823035315912
Mexico,1980,12800,66.7,mx,3.505149978319906
Nicaragua,1980,4550,67.5,ni,3.05595140532915
Panama,1980,8830,73.7,pa,3.343900712249606
Paraguay,1980,6130,72.2,py,3.1854004831904525
Peru,1980,7480,64.1,pe,3.271841606536499
Spain,1980,17900,75.4,es,3.650793039651931
Uruguay,1980,10000,70.2,uy,3.3979400086720375
Venezuela,1980,18000,70,ve,3.6532125137753435
Argentina,1981,12600,70.2,ar,3.4983105537896004
Bolivia,1981,4290,56.8,bo,3.030397300856762
Brazil,1981,10200,66.3,br,3.406540180433955
Chile,1981,8290,71.1,cl,3.3164945392223113
Colombia,1981,6280,69.4,co,3.1958996524092336
Costa Rica,1981,7580,75,cr,3.2776092143040914
Cuba,1981,13700,74.3,cu,3.534660575828444
Dominican Republic,1981,5070,69.5,do,3.1029479680053735
Ecuador,1981,8170,68.3,ec,3.310162065204453
El Salvador,1981,4760,58.7,sv,3.0755469613925306
Guatemala,1981,6140,58.5,gt,3.1861083798132053
Honduras,1981,3530,64.4,hn,2.9457147140598603
Mexico,1981,13600,67.2,mx,3.531478917042255
Nicaragua,1981,4630,67.6,ni,3.063520999689991
Panama,1981,9020,73.9,pa,3.3531465462139796
Paraguay,1981,6480,72.4,py,3.2095150145426308
Peru,1981,7620,64.3,pe,3.279894980011638
Spain,1981,17900,75.6,es,3.650793039651931
Uruguay,1981,10200,70.8,uy,3.406540180433955
Venezuela,1981,17400,70.4,ve,3.6384892569546374
Argentina,1982,12100,70.5,ar,3.4807253789884878
Bolivia,1982,4030,57.2,bo,3.003245054813147
Brazil,1982,10100,66.4,br,3.40226138245468
Chile,1982,7040,71.5,cl,3.24551266781415
Colombia,1982,6250,70,co,3.193820026016113
Costa Rica,1982,6870,75.3,cr,3.234896745731588
Cuba,1982,13900,74.4,cu,3.540954808926133
Dominican Republic,1982,5050,69.7,do,3.101231386790699
Ecuador,1982,8020,68.7,ec,3.302114376956201
El Salvador,1982,4530,62.4,sv,3.0540382106848694
Guatemala,1982,5740,57.8,gt,3.156851901070011
Honduras,1982,3340,64.5,hn,2.921686475483602
Mexico,1982,13200,67.8,mx,3.5185139398778875
Nicaragua,1982,4470,67.8,ni,3.048247531803974
Panama,1982,9330,74.1,pa,3.3678216524185376
Paraguay,1982,6080,72.7,py,3.1818435879447726
Peru,1982,7480,64.7,pe,3.271841606536499
Spain,1982,18100,76,es,3.655618583541222
Uruguay,1982,9150,71.3,uy,3.359361102738486
Venezuela,1982,16600,70.6,ve,3.6180480967120925
Argentina,1983,12400,70.6,ar,3.4913616938342726
Bolivia,1983,3790,57.4,bo,2.97657921864011
Brazil,1983,9600,66.6,br,3.380211241711606
Chile,1983,6730,71.4,cl,3.2259550728960145
Colombia,1983,6260,70.2,co,3.194514341882467
Costa Rica,1983,6870,75.5,cr,3.234896745731588
Cuba,1983,14100,74.5,cu,3.5471591213274176
Dominican Republic,1983,5170,69.9,do,3.11143055176598
Ecuador,1983,7630,69,ec,3.280464546626918
El Salvador,1983,4500,61.1,sv,3.0511525224473814
Guatemala,1983,5460,60.6,gt,3.1351326513767748
Honduras,1983,3200,64.9,hn,2.9030899869919438
Mexico,1983,12500,68.4,mx,3.494850021680094
Nicaragua,1983,4560,65.4,ni,3.0569048513364727
Panama,1983,9220,74.3,pa,3.362670929725667
Paraguay,1983,5730,72.8,py,3.1560946306394277
Peru,1983,6340,65,pe,3.2000292665537704
Spain,1983,18500,76.1,es,3.6651117370750512
Uruguay,1983,8560,71.5,uy,3.330413773349191
Venezuela,1983,14900,71.1,ve,3.5711262770843115
Argentina,1984,12600,70.9,ar,3.4983105537896004
Bolivia,1984,3760,58.1,bo,2.9731278535996988
Brazil,1984,9930,66.7,br,3.394889257167419
Chile,1984,7020,71.6,cl,3.244277120801843
Colombia,1984,6350,70.6,co,3.2007137339640135
Costa Rica,1984,7210,75.8,cr,3.2558752733914664
Cuba,1984,14500,74.5,cu,3.5593080109070123
Dominican Republic,1984,5080,70,do,3.103803720955957
Ecuador,1984,7710,69.5,ec,3.2849943867229947
El Salvador,1984,4530,63,sv,3.0540382106848694
Guatemala,1984,5330,61.4,gt,3.12466721769861
Honduras,1984,3210,65.2,hn,2.90444504107691
Mexico,1984,12600,68.9,mx,3.4983105537896004
Nicaragua,1984,4360,64.8,ni,3.037426497940624
Panama,1984,9000,74.4,pa,3.3521825181113627
Paraguay,1984,5740,72.9,py,3.156851901070011
Peru,1984,6490,65.3,pe,3.2101847054724066
Spain,1984,18700,76.3,es,3.6697816152085365
Uruguay,1984,8410,71.5,uy,3.3227360044699497
Venezuela,1984,14100,71.5,ve,3.5471591213274176
Argentina,1985,11600,71.3,ar,3.462397997898956
Bolivia,1985,3680,58.7,bo,2.963787827345555
Brazil,1985,10500,67,br,3.4191293077419758
Chile,1985,7050,72.2,cl,3.2461291256634364
Colombia,1985,6440,68,co,3.2068258760318495
Costa Rica,1985,7070,75.9,cr,3.247359422468937
Cuba,1985,14600,74.5,cu,3.5622928644564746
Dominican Republic,1985,4850,70,do,3.0836817472743014
Ecuador,1985,7810,69.9,ec,3.290591042549338
El Salvador,1985,4550,64.6,sv,3.05595140532915
Guatemala,1985,5150,62,gt,3.1097472377132287
Honduras,1985,3230,65.5,hn,2.9071425310031405
Mexico,1985,12700,69.1,mx,3.5017437296279943
Nicaragua,1985,4090,65.3,ni,3.0096633166793794
Panama,1985,9240,74.5,pa,3.3636119798921444
Paraguay,1985,5790,73.2,py,3.160618572399474
Peru,1985,6470,66,pe,3.208844289340738
Spain,1985,19000,76.4,es,3.6766936096248664
Uruguay,1985,8480,71.6,uy,3.326335860928751
Venezuela,1985,13800,71.8,ve,3.537819095073274
Argentina,1986,12300,71.6,ar,3.4878451201114355
Bolivia,1986,3500,59.2,bo,2.942008053022313
Brazil,1986,11100,67.4,br,3.443262987458695
Chile,1986,7330,73,cl,3.2630439833131657
Colombia,1986,6700,70.6,co,3.224014811372864
Costa Rica,1986,7250,76.1,cr,3.2582780152430315
Cuba,1986,14500,74.6,cu,3.5593080109070123
Dominican Republic,1986,4890,70,do,3.0872488677956578
Ecuador,1986,7820,70.2,ec,3.2911467617318855
El Salvador,1986,4500,64.6,sv,3.0511525224473814
Guatemala,1986,5000,62.9,gt,3.0969100130080562
Honduras,1986,3140,65.8,hn,2.8948696567452528
Mexico,1986,12000,69.8,mx,3.4771212547196626
Nicaragua,1986,3910,66.8,ni,2.990116766067904
Panama,1986,9350,74.7,pa,3.3687516195445553
Paraguay,1986,5610,73.6,py,3.146902869928199
Peru,1986,6960,66.7,pe,3.2405492482826
Spain,1986,19600,76.6,es,3.690196080028514
Uruguay,1986,9170,71.9,uy,3.360309344342059
Venezuela,1986,14000,72.3,ve,3.5440680443502757
Argentina,1987,12500,71.8,ar,3.494850021680094
Bolivia,1987,3520,59.6,bo,2.9444826721501687
Brazil,1987,11300,67.7,br,3.4510184521554574
Chile,1987,7690,73.5,cl,3.2838663484734685
Colombia,1987,6970,70.6,co,3.241172786770047
Costa Rica,1987,7400,76.3,cr,3.2671717284030137
Cuba,1987,14300,74.6,cu,3.5532760461370994
Dominican Republic,1987,5160,70,do,3.110589710299249
Ecuador,1987,7130,69,ec,3.251029538523903
El Salvador,1987,4530,66.1,sv,3.0540382106848694
Guatemala,1987,5020,63.6,gt,3.098643725817057
Honduras,1987,3210,66.3,hn,2.90444504107691
Mexico,1987,12000,70.3,mx,3.4771212547196626
Nicaragua,1987,3780,66.9,ni,2.975431808509263
Panama,1987,9400,74.9,pa,3.3710678622717363
Paraguay,1987,5680,73.9,py,3.1522883443830563
Peru,1987,7400,67.5,pe,3.2671717284030137
Spain,1987,20600,76.8,es,3.711807229041191
Uruguay,1987,9830,72.1,uy,3.3904935265041733
Venezuela,1987,14700,72.2,ve,3.5652573434202135
Argentina,1988,12100,71.9,ar,3.4807253789884878
Bolivia,1988,3580,60.1,bo,2.951823035315912
Brazil,1988,11100,68,br,3.443262987458695
Chile,1988,8110,73.4,cl,3.3069608628831935
Colombia,1988,7170,70.8,co,3.2534591643398376
Costa Rica,1988,7460,76.3,cr,3.2706788361447066
Cuba,1988,14400,74.7,cu,3.5563025007672873
Dominican Republic,1988,5090,70.2,do,3.1046577910087962
Ecuador,1988,7670,70.9,ec,3.2827353726210187
El Salvador,1988,4520,67.4,sv,3.0530784434834195
Guatemala,1988,5060,64.4,gt,3.1020905255118367
Honduras,1988,3260,66.6,hn,2.9111576087399764
Mexico,1988,11900,70.6,mx,3.4734869700645685
Nicaragua,1988,3270,70.1,ni,2.912487761332324
Panama,1988,7790,74.9,pa,3.2894774663446023
Paraguay,1988,5870,74.3,py,3.166578109919652
Peru,1988,6650,68.3,pe,3.220761653975142
Spain,1988,21700,76.9,es,3.734399742520567
Uruguay,1988,9770,72.4,uy,3.3878345723908105
Venezuela,1988,15400,72.5,ve,3.5854607295085006
Argentina,1989,11100,72,ar,3.443262987458695
Bolivia,1989,3610,60.7,bo,2.9554472105776957
Brazil,1989,11200,68.4,br,3.4471580313422194
Chile,1989,8820,73.3,cl,3.3434085938038574
Colombia,1989,7310,71,co,3.2618573856298982
Costa Rica,1989,7700,76.5,cr,3.2844307338445193
Cuba,1989,14300,74.8,cu,3.5532760461370994
Dominican Republic,1989,5630,70.6,do,3.1484484035233837
Ecuador,1989,7470,71.2,ec,3.2712606104874364
El Salvador,1989,4480,65.9,sv,3.0492180226701815
Guatemala,1989,5100,64.7,gt,3.1055101847699738
Honduras,1989,3270,66.9,hn,2.912487761332324
Mexico,1989,12200,71,mx,3.484299839346786
Nicaragua,1989,3140,72.7,ni,2.8948696567452528
Panama,1989,7610,74.4,pa,3.2793246654426103
Paraguay,1989,6030,74.3,py,3.1782573208121887
Peru,1989,5720,68.9,pe,3.155336037465062
Spain,1989,22800,77,es,3.7558748556724915
Uruguay,1989,9830,72.7,uy,3.3904935265041733
Venezuela,1989,14000,72.5,ve,3.5440680443502757
Argentina,1990,10800,72.1,ar,3.4313637641589874
Bolivia,1990,3710,61.4,bo,2.9673139182870836
Brazil,1990,10300,68.5,br,3.41077723337721
Chile,1990,8990,73.5,cl,3.351699700405266
Colombia,1990,7530,71.4,co,3.274734984872738
Costa Rica,1990,7790,76.6,cr,3.2894774663446023
Cuba,1990,14200,74.8,cu,3.550228353055094
Dominican Republic,1990,5270,70.8,do,3.1197506238845842
Ecuador,1990,7470,71.4,ec,3.2712606104874364
El Salvador,1990,4530,68.2,sv,3.0540382106848694
Guatemala,1990,5100,64.6,gt,3.1055101847699738
Honduras,1990,3170,67.3,hn,2.898999270889789
Mexico,1990,12600,71.5,mx,3.4983105537896004
Nicaragua,1990,3000,73.6,ni,2.8750612633917
Panama,1990,7820,75,pa,3.2911467617318855
Paraguay,1990,6040,74.6,py,3.1789769472931693
Peru,1990,5310,69.4,pe,3.1230345297535065
Spain,1990,23800,77.1,es,3.7745169657285498
Uruguay,1990,9840,72.8,uy,3.3909351071033793
Venezuela,1990,14500,72.7,ve,3.5593080109070123
Argentina,1991,12000,72.3,ar,3.4771212547196626
Bolivia,1991,3830,61.9,bo,2.9811387826406603
Brazil,1991,10300,68.8,br,3.41077723337721
Chile,1991,9540,74.3,cl,3.3774883833761327
Colombia,1991,7560,71.1,co,3.2764618041732443
Costa Rica,1991,7790,76.6,cr,3.2894774663446023
Cuba,1991,12400,74.9,cu,3.4913616938342726
Dominican Republic,1991,5210,71.1,do,3.114777731971562
Ecuador,1991,7610,71.6,ec,3.2793246654426103
El Salvador,1991,4630,68.5,sv,3.063520999689991
Guatemala,1991,5170,64.7,gt,3.11143055176598
Honduras,1991,3180,67.6,hn,2.9003671286564705
Mexico,1991,12900,71.9,mx,3.5085297189712867
Nicaragua,1991,2930,73.7,ni,2.864807629026147
Panama,1991,8380,75,pa,3.3211840273023143
Paraguay,1991,6090,74.5,py,3.182557301304913
Peru,1991,5320,69.5,pe,3.123851640967086
Spain,1991,24300,77.3,es,3.7835462822703496
Uruguay,1991,10100,72.9,uy,3.40226138245468
Venezuela,1991,15500,72.6,ve,3.588271706842329
Argentina,1992,13300,72.5,ar,3.5217916496391233
Bolivia,1992,3810,62.3,bo,2.978864984347657
Brazil,1992,10100,69,br,3.40226138245468
Chile,1992,10400,74.9,cl,3.4149733479708178
Colombia,1992,7800,71.1,co,3.290034611362518
Costa Rica,1992,8290,76.7,cr,3.3164945392223113
Cuba,1992,10600,75,cu,3.423245873936808
Dominican Republic,1992,5650,71.4,do,3.149988456491476
Ecuador,1992,7600,72,ec,3.278753600952829
El Salvador,1992,4910,69.2,sv,3.089021500795006
Guatemala,1992,5290,65,gt,3.121395680707223
Honduras,1992,3270,67.8,hn,2.912487761332324
Mexico,1992,13100,72.1,mx,3.515211304327802
Nicaragua,1992,2880,73.4,ni,2.8573324964312685
Panama,1992,8880,75,pa,3.346352974450639
Paraguay,1992,6040,74.5,py,3.1789769472931693
Peru,1992,5190,70,pe,3.1131073665204956
Spain,1992,24400,77.5,es,3.785329835010767
Uruguay,1992,10800,73.1,uy,3.4313637641589874
Venezuela,1992,16100,72.6,ve,3.6047658847038875
Argentina,1993,13900,72.7,ar,3.540954808926133
Bolivia,1993,3900,62.9,bo,2.989004615698537
Brazil,1993,10400,69.2,br,3.4149733479708178
Chile,1993,11000,75.2,cl,3.439332693830263
Colombia,1993,7840,71.4,co,3.292256071356476
Costa Rica,1993,8660,76.8,cr,3.3354579006893843
Cuba,1993,8870,75,cu,3.345863628503764
Dominican Republic,1993,5950,71.6,do,3.1724569744005873
Ecuador,1993,7570,72.1,ec,3.2770358881721102
El Salvador,1993,5200,69.5,sv,3.113943352306837
Guatemala,1993,5370,65.5,gt,3.1279142943715934
Honduras,1993,3370,67.9,hn,2.925569909543376
Mexico,1993,13300,72.3,mx,3.5217916496391233
Nicaragua,1993,2810,73.3,ni,2.8466463285771173
Panama,1993,9170,75,pa,3.360309344342059
Paraguay,1993,6190,74.4,py,3.1896306576921556
Peru,1993,5350,70.2,pe,3.126293790693266
Spain,1993,24000,77.7,es,3.7781512503836434
Uruguay,1993,11000,73.2,uy,3.439332693830263
Venezuela,1993,15800,72.7,ve,3.59659709562646
Argentina,1994,14500,73,ar,3.5593080109070123
Bolivia,1994,4000,63.7,bo,3
Brazil,1994,10800,69.5,br,3.4313637641589874
Chile,1994,11300,75.3,cl,3.4510184521554574
Colombia,1994,8160,71.6,co,3.3096301674258988
